SCH0041;173;4;43.25;147;1;4;36.75;;;;156;8;1;3;4;1248;96;2;
SCH0043;192;1;192;84;9;5;16.8;;;;82;4;0;0;4;328;102;1;
SCH0044;203;1;203;101;9;6;16.8333333333333;;;;105;7;2;3;2;735;87;1;
SCH0045;165;1;165;58;1;6;9.66666666666667;;;;84;8;0;1;7;672;55;1;
SCH0046;178;6;29.6666666666667;103;1;1;103;;;;105;8;0;4;4;840;49;1;
SCH0047;133;1;133;64;0;3;21.3333333333333;;;;231;5;0;1;4;1155;93;1;
SCH0049;240;10;24;273;4;1;273;;;;196;11;1;3;7;2156;29;1;
SCH0050;163;4;40.75;120;4;5;24;;;;196;3;2;0;1;588;68;1;
SCH0051;112;1;112;75;11;7;10.7142857142857;;;;84;2;1;0;1;168;28;2;
SCH0053;183;4;45.75;69;6;2;34.5;;;;103;1;0;1;0;103;70;1;
SCH0054;85;2;42.5;156;2;3;52;;;;146;8;1;5;2;1168;23;1;
SCH0055;124;1;124;70;7;2;35;;;;79;3;0;0;3;237;69;1;
SCH0056;162;1;162;102;4;2;51;;;;127;4;1;0;3;508;24;1;
SCH0057;149;9;16.5555555555556;116;0;1;116;;;;186;18;7;4;7;3348;35;1;
SCH0058;157;1;157;120;2;4;30;;;;128;9;1;4;4;1152;40;1;
SCH0059;112;0;;108;6;5;21.6;;;;142;3;0;0;3;426;34;2;
SCH0060;73;2;36.5;111;3;0;;;;;115;8;1;3;4;920;34;1;
SCH0061;103;5;20.6;92;5;6;15.3333333333333;;;;124;12;1;3;8;1488;48;1;
SCH0062;220;1;220;64;2;0;;;;;104;7;2;3;2;728;54;1;
SCH0063;118;2;59;118;4;3;39.3333333333333;;;;106;15;2;5;8;1590;51;1;
SCH0064;136;10;13.6;85;6;4;21.25;;;;84;10;3;4;3;840;49;1;
SCH0067;152;5;30.4;134;6;5;26.8;;;;122;16;4;8;4;1952;43;1;
SCH0069;154;7;22;193;4;4;48.25;;;;147;10;2;5;3;1470;60;1;
SCH0073;56;0;;172;2;1;172;;;;201;16;1;7;8;3216;60;1;
SCH0074;0;0;;98;8;6;16.3333333333333;;;;95;1;1;0;0;95;57;2;
SCH0075;107;1;107;93;6;6;15.5;;;;106;7;1;1;5;742;61;1;
SCH0081;114;3;38;89;4;7;12.7142857142857;;;;107;4;0;0;4;428;93;1;
SCH0090;88;3;29.3333333333333;103;4;5;20.6;;;;208;8;0;1;7;1664;41;1;
SCH0093;123;6;20.5;108;6;2;54;;;;104;7;2;2;3;728;105;1;
SCH0094;111;8;13.875;123;6;3;41;;;;74;11;2;2;7;814;74;1;
SCH0095;50;5;10;119;3;4;29.75;;;;123;4;0;2;2;492;29;2;
SCH0096;219;3;73;54;10;8;6.75;;;;58;3;0;0;3;174;53;1;
SCH0100;72;2;36;205;11;4;51.25;;;;205;14;1;6;7;2870;69;1;
SCH0106;67;1;67;186;4;4;46.5;;;;203;10;2;6;2;2030;39;1;
SCH0107;94;0;;121;0;3;40.3333333333333;;;;198;14;4;6;4;2772;65;1;
SCH0108;149;9;16.5555555555556;136;5;4;34;;;;162;7;0;2;5;1134;62;1;
SCH0109;91;4;22.75;127;8;6;21.1666666666667;;;;122;9;0;3;6;1098;42;1;
SCH0112;122;3;40.6666666666667;77;11;6;12.8333333333333;;;;97;1;0;0;1;97;48;1;
SCH0113;128;0;;129;11;6;21.5;;;;109;2;0;0;2;218;65;1;
SCH0114;109;1;109;145;1;1;145;;;;157;4;1;2;1;628;94;1;
SCH0115;152;0;;151;5;4;37.75;;;;166;4;1;1;2;664;67;1;
SCH0116;169;3;56.3333333333333;101;6;3;33.6666666666667;;;;120;5;1;1;3;600;75;1;
SCH0118;223;1;223;50;8;7;7.14285714285714;;;;72;1;0;0;1;72;66;1;
SCH0120;157;1;157;67;6;5;13.4;;;;63;4;0;1;3;252;42;1;
SCH0121;158;5;31.6;90;0;5;18;;;;122;10;1;1;8;1220;69;1;
SCH0124;139;7;19.8571428571429;187;0;4;46.75;;;;145;8;0;6;2;1160;81;1;
SCH0129;142;7;20.2857142857143;130;5;4;32.5;;;;114;6;0;3;3;684;51;1;
SCH0130;227;10;22.7;68;6;3;22.6666666666667;;;;77;2;1;0;1;154;68;1;
SCH0131;117;0;;105;0;0;;;;;127;11;1;4;6;1397;41;1;
SCH0135;133;3;44.3333333333333;97;4;1;97;;;;128;10;2;6;2;1280;94;1;
SCH0136;148;0;;67;1;1;67;;;;84;10;0;5;5;840;60;1;
SCH0139;132;3;44;75;5;6;12.5;;;;94;6;3;1;2;564;52;1;
SCH0142;160;6;26.6666666666667;82;4;3;27.3333333333333;;;;103;7;1;2;4;721;41;1;
SCH0144;140;4;35;107;5;6;17.8333333333333;;;;100;6;2;2;2;600;115;1;
SCH0147;61;4;15.25;264;2;2;132;;;;350;16;2;6;8;5600;24;1;
SCH0149;128;5;25.6;131;5;5;26.2;;;;102;6;2;3;1;612;78;1;
SCH0151;84;0;;72;0;0;;;;;524;56;17;19;20;29344;10;3;
